rank,player_id,name,position,source,vorp,draft_round,rationale,log_ref
180,5872,Deebo Samuel Sr.,WR,vorp,11.374200044646859,,"[ROLE-CHANGE REVIEW 2026-08-28: moved #83 -> down, near DraftSharks 2026-08-28 ADP (overall 185) -- re-signed SF on a 1yr deal to fill Ricky Pearsall's injury-vacated role, but is now in a suddenly crowded WR room behind fellow 2026 role-changers Mike Evans and Christian Kirk with an unclear exact target share (wiki/players/5872-deebo-samuel.md); vorp=16.0 predates all of this.] [RESOLVED 2026-08-29 (shrinkage review pass): checked against the shrunk vorp and current neighbors -- no named board-rank anchor in this rationale is violated (any ""behind X""/""ahead of X"" wording here describes real NFL depth-chart standing, not board position), and the local vorp inversion versus new neighbors is the expected shape of any hand-promoted/demoted row, not a new defect. Kept as-is. See 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
181,2505,Darren Waller,TE,vorp,-39.848000249266626,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
182,5927,Terry McLaurin,WR,vorp,-41.16580018810928,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
183,13275,Ty Simpson,QB,rookie,,1,"R1 QB, but absent from the consensus rookie top-20 (Mendoza is the only QB to crack it) — no standout situational signal found and this league deprioritizes rookie QB value regardless; placed as the lowest-priority QB in this flagged batch.",2026-08-24-bigboard-initial-build-rookie-placement
184,11783,Ryan Flournoy,WR,vorp,-41.30780027486384,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
185,4033,David Njoku,TE,vorp,-41.48000024318695,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
186,4219,Jeremy McNichols,RB,vorp,-41.540000319480896,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
187,4177,Mack Hollins,WR,vorp,-41.733800217732785,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
188,11435,Emanuel Wilson,RB,vorp,-27.60400014176965,,"[ROLE-CHANGE REVIEW 2026-08-28: moved #153 -> down slightly -- short-term hamstring injury (sat out preseason opener) on top of adjusting to new OC Brian Fleury's scheme while competing with George Holani and rookie Jadarian Price at SEA (wiki/players/11435-emanuel-wilson.md); no ADP entry to calibrate further.] [RESOLVED 2026-08-29 (shrinkage review pass): checked against the shrunk vorp and current neighbors -- no named board-rank anchor in this rationale is violated (any ""behind X""/""ahead of X"" wording here describes real NFL depth-chart standing, not board position), and the local vorp inversion versus new neighbors is the expected shape of any hand-promoted/demoted row, not a new defect. Kept as-is. See 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
189,4144,Jonnu Smith,TE,vorp,-42.22800024420023,,"[ROLE-CHANGE REVIEW 2026-08-28: reconsidered, no change -- confirmed via live search (no prior wiki research on file for this PIT->GB move): signed GB 2026-08-27 as TE2 behind Tucker Kraft, streaming value only if Kraft misses time (DraftSharks). Current rank=190 already sits in line with comparable pure-backup TEs (Njoku/Kmet) -- keeping as-is. Updated wiki/players/4144-jonnu-smith.md.] [VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
190,11571,Isaiah Davis,RB,vorp,-43.21500031448901,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
191,6768,Tua Tagovailoa,QB,vorp,-43.68799983263016,,"reconsidered 2026-08-28 (QB VORP reliability review): no change, situation genuinely unresolved -- released by MIA, signed a bargain 1-year ATL deal, in an open QB1 competition against an injured Michael Penix Jr. with no starter named yet as of 2026-08-28. Revisit once Atlanta names a starter rather than guess now. [VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
192,11624,Xavier Worthy,WR,vorp,-44.21880014896393,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
193,6826,Cole Kmet,TE,vorp,-46.648000188469894,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
194,8132,Tyler Allgeier,RB,vorp,-8.509000126793982,,"[ROLE-CHANGE REVIEW 2026-08-28: moved #119 -> down, near DraftSharks 2026-08-28 ADP (overall 198) -- nominal ARI RB1 on the initial depth chart, but 2nd-round rookie Jeremiyah Love is expected to take the lead role barring injury, leaving him a short-yardage/complementary part similar to his ATL usage (wiki/players/8132-tyler-allgeier.md).] [RESOLVED 2026-08-29 (shrinkage review pass): checked against the shrunk vorp and current neighbors -- no named board-rank anchor in this rationale is violated (any ""behind X""/""ahead of X"" wording here describes real NFL depth-chart standing, not board position), and the local vorp inversion versus new neighbors is the expected shape of any hand-promoted/demoted row, not a new defect. Kept as-is. See 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
195,5995,Justice Hill,RB,vorp,-47.23500047422946,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
196,5857,Noah Fant,TE,vorp,-47.26000024825335,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
197,11575,Ray Davis,RB,vorp,-47.97200037539005,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
198,12545,Tyler Shough,QB,vorp,-47.98399964869023,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
199,12455,Brashard Smith,RB,vorp,-48.50800041332841,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
200,11637,Keon Coleman,WR,vorp,-48.833800376430155,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
201,8154,Brian Robinson,RB,vorp,-49.044000311493875,,"[ROLE-CHANGE REVIEW 2026-08-28: reconsidered, no change -- signed ATL as Bijan Robinson's backup, real value only in an injury scenario (wiki/players/8154-brian-robinson.md); DraftSharks 2026-08-28 ADP (overall 212) tracks closely with the board's vorp-only rank=203, confirming no reprice needed.] [VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
202,9479,Darnell Washington,TE,vorp,-49.57200017124415,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
203,9482,Michael Mayer,TE,vorp,-49.98000020772219,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
204,19,Joe Flacco,QB,vorp,-50.50399977266789,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
205,12476,Devin Neal,RB,vorp,-50.719000426307325,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
206,11199,Emari Demercado,RB,vorp,-51.18800032347441,,"[ROLE-CHANGE REVIEW 2026-08-28: reconsidered, no change -- signed KC, competing with Brashard Smith behind new lead back Kenneth Walker, real special-teams value but limited standalone fantasy relevance (wiki/players/11199-emari-demercado.md); no ADP entry, rank=209 already reflects deep-bench status.] [VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
207,6149,Darius Slayton,WR,vorp,-51.389800234660505,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
208,3271,Tyler Higbee,TE,vorp,-51.8160002553463,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
209,4993,Mike Gesicki,TE,vorp,-52.08800022900105,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
210,10218,Xavier Hutchinson,WR,vorp,-52.66780032776296,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
211,9501,DeMario Douglas,WR,vorp,-54.22980030871928,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
212,12495,Ollie Gordon II,RB,vorp,-54.67200050517917,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
213,9494,Marvin Mims Jr.,WR,vorp,-54.79780038066208,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
214,9225,Tank Bigsby,RB,vorp,-54.873000348433855,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
215,7591,Justin Fields,QB,vorp,-55.703999128937724,,"[ROLE-CHANGE REVIEW 2026-08-28: reconsidered, no change -- traded to KC specifically as insurance behind a fully-cleared, Week-1-track Patrick Mahomes (wiki/players/7591-justin-fields.md); a 'handcuff for a superstar' profile, not a real Year 1 opportunity, so rank=420 already fits. No ADP entry.] [VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
216,12485,Tez Johnson,WR,vorp,-56.6438004399091,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
217,8205,Isiah Pacheco,RB,vorp,-32.42800017371774,,"[ROLE-CHANGE REVIEW 2026-08-28: moved #170 -> down, near DraftSharks 2026-08-28 ADP (overall 222) -- signed DET as complementary/backup behind Jahmyr Gibbs, whose since-resolved camp holdout ended in a 3yr/$67.5M extension locking him in as the clear lead back (wiki/players/8205-isiah-pacheco.md); also missed camp time with an MCL sprain.] [RESOLVED 2026-08-29 (shrinkage review pass): checked against the shrunk vorp and current neighbors -- no named board-rank anchor in this rationale is violated (any ""behind X""/""ahead of X"" wording here describes real NFL depth-chart standing, not board position), and the local vorp inversion versus new neighbors is the expected shape of any hand-promoted/demoted row, not a new defect. Kept as-is. See 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
218,7694,Tommy Tremble,TE,vorp,-56.71200028777123,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
219,8172,Greg Dulcich,TE,vorp,-56.78000020772219,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
220,4454,Kendrick Bourne,WR,vorp,-56.856800220906734,,"[ROLE-CHANGE REVIEW 2026-08-28: reconsidered, no change -- signed ARI as WR3 behind Marvin Harrison Jr./Michael Wilson (~60 targets projected) with real scheme continuity (reunited with HC Mike LaFleur from his SF years) per wiki/players/4454-kendrick-bourne.md; no ADP entry, but ~60 targets roughly matches a deep-WR3 rank=213 already.] [VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
221,11646,Jalen Coker,WR,vorp,-57.353800387009976,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
222,10214,Davis Allen,TE,vorp,-57.46000032931567,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
